product;store;url;name;confidence
morskaya_kapusta;lenta;https://lenta.com/product/salat-iz-morskojj-kapusty-klassicheskijj-rossiya-200g-175726/;Морская капуста маринованная РУССКОЕ МОРЕ Классическая, 200г;medium
morskaya_kapusta;magnit;https://magnit.ru/product/1000146391-klassicheskaya_kapusta_morskaya_marin_200g_v_u_santa_bremor_12;Морская капуста Классическая Русское Море 200г;high
morskaya_kapusta;vkusvill;https://vkusvill.ru/goods/salat-iz-morskoy-kapusty-bez-uksusa-st-b-20321/;Салат из морской капусты без уксуса ст/б, 400 г;medium
ogurcy;lavka;https://lavka.yandex.ru/good/ogurcy-korotkoplodnye-450-gram;Огурцы короткоплодные 450 г;high
ogurcy;lenta;https://lenta.com/product/ogurcy-sredneplodnye-gladkie-ves-162743/;Огурцы среднеплодные гладкие, весовые;high
ogurcy;magnit;https://magnit.ru/product/3412110001-ogurtsy_gladkie;Огурцы среднеплодные;high
ogurcy;vkusvill;https://vkusvill.ru/goods/ogurtsy-korotkoplodnye-609/;Огурцы короткоплодные;high
olivkovoe_maslo;lavka;https://lavka.yandex.ru/good/maslo-olivkovoe-monini-classico-extra-virgin-500-millilitre;Масло оливковое Monini Classico Extra Virgin 500 мл;high
olivkovoe_maslo;lenta;https://lenta.com/product/maslo-olivkovoe-extra-virgin-sb-italiya-500ml-289098/;Масло оливковое FILIPPO BERIO Extra Virgin, 500мл;high
olivkovoe_maslo;magnit;https://magnit.ru/product/3022640002-olivkovoe_maslo_borges_extra_virgin_500ml;Масло оливковое Borges Extra Virgin Original 500мл;high
olivkovoe_maslo;vkusvill;https://vkusvill.ru/goods/maslo-olivkovoe-extra-virgin-1213/;Масло оливковое Extra Virgin, Греция;high
onigiri;magnit;https://magnit.ru/product/8000068225-pro_sushi_onigiri_tunets_spaysi_100g_pl_kon_optprodukt;Онигири с тунцом и соусом спайси 100г;medium
onigiri;vkusvill;https://vkusvill.ru/goods/onigiri-s-zapechennym-tuntsom-96649/;Онигири с запеченным тунцом;high
ovsyanye_hlopya;lavka;https://lavka.yandex.ru/good/hlopya-ovsyanye-krupnye-nordic-bez-glyutena-500-gram;Хлопья овсяные из цельного зерна Nordic без глютена 500 г;high
ovsyanye_hlopya;lenta;https://lenta.com/product/hlopya-ovsyanye-bglyutena-rossiya-375g-709241/;Хлопья овсяные безглютеновые ЛЕНТА LIFE, 375г;high
ovsyanye_hlopya;magnit;https://magnit.ru/product/1000421261-magnit_obraz_zhizni_khlopya_ovsyanye_bez_glyutena_375g_fl_p;Хлопья овсяные без глютена М Образ Жизни 375г;high
ovsyanye_hlopya;vkusvill;https://vkusvill.ru/goods/khlopya-ovsyanye-iz-golozernogo-ovsa-bez-glyutena-34756/;Хлопья овсяные из голозерного овса без глютена;high
pechene_klenovoe;vkusvill;https://vkusvill.ru/goods/pechene-sdobnoe-s-klenovym-siropom-78898/;Печенье сдобное с кленовым сиропом (без глютена);high
pechene_mariya;lenta;https://lenta.com/product/pechene-bglyutena-maria-ispaniya-380g-483747/;Печенье безглютеновое GULLON Maria, 400г;high
pechene_mariya;vkusvill;https://vkusvill.ru/goods/pechene-lyubyatovo-zatyazhnoe-mariya-156-g-109038/;Печенье Любятово затяжное Мария 156 г;medium
pechene_ovsyanoe;lavka;https://lavka.yandex.ru/good/pechene-ovsyanoe-iz-lavki-klassicheskoe-bez-sahara-i-glyutena-85-gram;Печенье овсяное Из Лавки классическое 85 г;medium
pechene_ovsyanoe;vkusvill;https://vkusvill.ru/goods/pechene-ovsyanoe-s-mindalem-bez-glyutena-82842/;Печенье «Овсяное с миндалем» без глютена, 85 г;high
pechene_vitlen;lenta;https://lenta.com/product/pechene-sdobnoe-s-grechnevojj-mukojj-rossiya-200g-493134/;Печенье сдобное VITLEN с гречневой мукой, без сахара, 200г;high
pekinskaya_kapusta;lavka;https://lavka.yandex.ru/good/kapusta-pekinskaya-1-unit;Капуста Пекинская 1 шт.;high
pekinskaya_kapusta;magnit;https://magnit.ru/product/3412080034-kapusta_pekinskaya;Капуста пекинская;high
pekinskaya_kapusta;vkusvill;https://vkusvill.ru/goods/kapusta-pekinskaya-14403/;Пекинская капуста;high
perepelinye_yayca;lenta;https://lenta.com/product/yajjco-perepelinoe-rossiya-20sht-712398/;Яйцо перепелиное ЛЕНТА FRESH, 20шт;high
perepelinye_yayca;magnit;https://magnit.ru/product/2047000012-yaytso_perepelinoe_20_sht_boks_6;Яйца перепелиные 20шт;high
perepelinye_yayca;vkusvill;https://vkusvill.ru/goods/yaytso-perepelinoe-pishchevoe-fermerskoe-20sht-96131/;Яйцо перепелиное пищевое фермерское 20шт;high
persik;lavka;https://lavka.yandex.ru/good/persiki-ploskie-iz-lavki-krym-500-gram;Персики плоские Из Лавки Крым 500 г;high
persik;lenta;https://lenta.com/product/persiki-ves-50061/;Персики, весовые;high
persik;magnit;https://magnit.ru/product/1444282012-nektariny;Нектарины;medium
persik;vkusvill;https://vkusvill.ru/goods/persik-654/;Персик;high
persik_ili_nektarin;lavka;https://lavka.yandex.ru/good/nektariny-500-gram;Нектарины 500 г;high
persik_ili_nektarin;lenta;https://lenta.com/product/nektariny-ves-50069/;Нектарины, весовые;high
persik_ili_nektarin;magnit;https://magnit.ru/product/1444282012-nektariny;Нектарины;high
persik_ili_nektarin;vkusvill;https://vkusvill.ru/goods/nektarin-655/;Нектарин;high
pomidory_cherri;lavka;https://lavka.yandex.ru/good/pomidory-cherri-250-gram;Черри 250 г;high
pomidory_cherri;lenta;https://lenta.com/product/tomaty-cherri-krasnye-250g-720789/;Томаты черри ФЛАМЕНКО красные, 250г;high
pomidory_cherri;magnit;https://magnit.ru/product/2400023273-tomaty_cherri_tsena_za_1_kg_6;Томаты Черри;high
pomidory_cherri;vkusvill;https://vkusvill.ru/goods/tomaty-cherri-krasnye-21629/;Томаты черри красные, 250 г;high
razryhlitel;lavka;https://lavka.yandex.ru/good/razryhlitel-testa-drbakers-10-gram;Разрыхлитель теста Dr.Bakers 10 г;high
razryhlitel;lenta;https://lenta.com/product/razryhlitel-testa-rossiya-10g-26531/;Разрыхлитель теста DR.BAKERS, 10г;high
razryhlitel;magnit;https://magnit.ru/product/2199910054-dr_oetker_razrykhlitel_d_testa_10g_onken_110;Разрыхлитель теста Dr. Bakers 10г;high
razryhlitel;vkusvill;https://vkusvill.ru/goods/razrykhlitel-testa-dr-bakers-10-g-49982/;Разрыхлитель теста Dr. Bakers 10 г;high
riet_tunca;lavka;https://lavka.yandex.ru/good/riet-iz-tunca-meridian-100-gram;Риет из тунца Меридиан 100 г;high
riet_tunca;magnit;https://magnit.ru/product/1000285316-meridian_eko_riet_tunets_pasterizatsiya_naturalnyy_100g_steklyannaya_banka_pkp_meridian_8;Риет Меридиан Эко из тунца 100г;high
riet_tunca;vkusvill;https://vkusvill.ru/goods/riet-iz-tuntsa-slivochnyy-89582/;Риет из тунца сливочный;high
ris_kruglyy;lavka;https://lavka.yandex.ru/good/krupa-risovaya-iz-lavki-shlifovannaya-900-gram;Рис круглозёрный Из Лавки 900 г;high
ris_kruglyy;lenta;https://lenta.com/product/ris-kruglozernyjj-shlifovannyjj-rossiya-800g-86146/;Рис круглозерный УВЕЛКА шлифованный, 800г;high
ris_kruglyy;magnit;https://magnit.ru/product/1000225668-ris_kruglozernyy_uvelka_krasnodarskiy_800g;Рис Увелка Круглозерный 800г;high
ris_kruglyy;vkusvill;https://vkusvill.ru/goods/ris-uvelka-kruglozernyy-shlifovannyy-800-g-54096/;Рис Увелка круглозерный шлифованный 800 г;high
risovaya_muka;lavka;https://lavka.yandex.ru/good/muka-risovaya-garnec-bez-glyutena-500-gram;Мука рисовая Garnec без глютена 500 г;high
risovaya_muka;lenta;https://lenta.com/product/muka-risovaya-rossiya-500g-691419/;Мука рисовая ЛЕНТА, 500г;high
risovaya_muka;magnit;https://magnit.ru/product/1000252011-s_pudov_muka_risovaya_500g_bumazhnyy_paket_khlebzernoprodukt_ooo_10;Мука С.Пудовъ Рисовая 500г;high
risovaya_muka;vkusvill;https://vkusvill.ru/goods/muka-risovaya-83790/;Мука рисовая, 500 г;high
risovye_chipsy;lavka;https://lavka.yandex.ru/good/chipsy-celnozernovye-kornersy-drkorner-tajskij-perec-50-gram;Корнерсы цельнозерновые Dr. Korner перец 50 г;medium
risovye_chipsy;lenta;https://lenta.com/product/chipsy-celnozernovye-kukuruzno-risovye-s-paprikojj-i-chili-rossiya-50g-477645/;Чипсы цельнозерновые рисово-кукурузные DR KORNER Корнерсы, с паприкой и чили, 50г;medium
risovye_chipsy;vkusvill;https://vkusvill.ru/goods/chipsy-risovye-s-morskoy-kapustoy-klassicheskie-50812/;Чипсы рисовые с морской капустой классические, 20 г;high
rukkola;lavka;https://lavka.yandex.ru/good/rukola-125-gram;Рукола 125 г;high
rukkola;lenta;https://lenta.com/product/salat-rukkola-75g-279198/;Салат Руккола, 75г;high
rukkola;vkusvill;https://vkusvill.ru/goods/salat-rukola-29850/;Салат Рукола, 125 г;high
semga_slabosol;lavka;https://lavka.yandex.ru/good/syomga-slabosolyonaya-russkoe-more-file-kusok-200-gram;Сёмга слабосолёная Русское море кусок 200 г;high
semga_slabosol;lenta;https://lenta.com/product/semga-file-kusok-sls-belarus-200g-610438/;Семга слабосоленая РУССКОЕ МОРЕ филе-кусок, 200г;high
semga_slabosol;magnit;https://magnit.ru/product/3328360051-russkoe_more_semga_s_sol_f_kus_200g_v_u_6;Семга Русское море филе-кусок слабосоленый 200г;high
semga_slabosol;vkusvill;https://vkusvill.ru/goods/semga-slabosolenaya-lomtiki-65549/;Семга слабосоленая ломтики, 100 г;high
shipovnik;vkusvill;https://vkusvill.ru/goods/shipovnik-sushenyy-910/;Шиповник сушеный;high
shpinat;lavka;https://lavka.yandex.ru/good/shpinat-mini-125-gram;Шпинат 125 г;high
shpinat;lenta;https://lenta.com/product/salat-shpinat-75g-279196/;Салат Шпинат, 75г;high
shpinat;magnit;https://magnit.ru/product/1445100134-shpinat_50g;Шпинат М Свежесть 50г;high
shpinat;vkusvill;https://vkusvill.ru/goods/salat-shpinat-29851/;Салат Шпинат, 125 г;high
smes_risa;lenta;https://lenta.com/product/ris-ekstra-buryjjdikijj-smes-risa-pak-1-sort-80g5-rossiya-400g-520866/;Смесь риса АГРО-АЛЬЯНС Экстра бурого и дикого в пакетиках, 5х80г;medium
smes_risa;magnit;https://magnit.ru/product/8000131688-natsional_smes_dikogo_i_burogo_risa_500g_p_up;Смесь дикого и бурого риса Националь 500г;high
smes_risa;vkusvill;https://vkusvill.ru/goods/smes-risa-burogo-i-dikogo-paketiki-29383/;Смесь риса бурого и дикого (пакетики);high
spagetti_chechevica;lavka;https://lavka.yandex.ru/good/makarony-spagetti-iz-krasnoj-chechevicy-iz-lavki-bez-glyutena-300-gram;Спагетти из красной чечевицы Из Лавки 300 г;high
spagetti_chechevica;vkusvill;https://vkusvill.ru/goods/makaronnye-izdeliya-iz-krasnoy-chechevitsy-bez-glyutena-spagetti-38638/;Спагетти из красной чечевицы (без глютена);high
steyk_ribay;lavka;https://lavka.yandex.ru/good/stejk-striplojn-lavka-100-iz-govyadiny-200-gram;Стейк Стриплойн «Лавка 100» из говядины 200 г;high
steyk_ribay;lenta;https://lenta.com/product/govyadina-stejjk-ribajj-blek-angus-rvk-ohl-rossiya-320g-359721/;Стейк из мраморной говядины МИРАТОРГ Рибай Black Angus, 320г;high
steyk_ribay;magnit;https://magnit.ru/product/1000301762-steyk_miratorg_black_angus_tender_mramornaya_govyadina_260g;Стейк Мираторг Black Angus Тендер мраморная говядина 260г;medium
steyk_ribay;vkusvill;https://vkusvill.ru/goods/steyk-ribay-iz-govyadiny-20751/;Стейк Рибай из говядины;high
svekla;lavka;https://lavka.yandex.ru/good/svyokla-rossiya-500-gram;Свёкла молодая 500 г;high
svekla;lenta;https://lenta.com/product/svekla-ves-1kg-300884/;Свекла весовая;high
svekla;magnit;https://magnit.ru/product/3412070011-svekla;Свекла;high
svekla;vkusvill;https://vkusvill.ru/goods/svekla-molodaya-20832/;Свекла молодая;high
syr_adygeyskiy;vkusvill;https://vkusvill.ru/goods/syr-koziy-adygeyskiy-43314/;Сыр козий "Адыгейский", 150 г;high
syr_koziy;lavka;https://lavka.yandex.ru/good/syr-kozij-tvorozhnyj-chevre-president-65percent-140-gram;Сыр козий творожный Chevre President 140 г;high
syr_koziy;magnit;https://magnit.ru/product/1000567016-premiere_of_taste_syr_shevr_klassicheskiy_iz_koz_mol_100g;Сыр Классический из козьего молока Premiere of Taste 100г;high
syr_koziy;vkusvill;https://vkusvill.ru/goods/syr-tvorozhnyy-koziy-25168/;Сыр творожный "Козий", 140 г;high
tartin;vkusvill;https://vkusvill.ru/goods/tartin-pshenichno-rzhanoy-32931/;Тартин пшенично-ржаной, половинка;high
telyachi_schechki;vkusvill;https://vkusvill.ru/goods/shchechka-telyachya-tomlenaya-47835/;Щечка телячья томленая, 300 г;medium
tofu;lavka;https://lavka.yandex.ru/good/syr-tofu-iz-lavki-300-gram;Тофу Из Лавки 300 г;high
tofu;lenta;https://lenta.com/product/tofu-rossiya-120g-695554/;Тофу ЛЕНТА LIFE, 120г;high
tofu;magnit;https://magnit.ru/product/1000237883-syr_tofu_selskiy_dom_klassicheskiy_4_8_250g;Продукт пищевой соевый Сельский дом Тофу классический 4.8% 250г;high
tofu;vkusvill;https://vkusvill.ru/goods/tofu-klassicheskiy-110197/;Тофу "Классический", 250 г;high
tomaty_rozovye;lavka;https://lavka.yandex.ru/good/pomidory-rozovye-byche-serdce-iz-lavki-dagestan-600-gram;Помидоры Из Лавки Дагестан Бычье сердце 600 г;high
tomaty_rozovye;lenta;https://lenta.com/product/tomaty-rozovye-ves-239792/;Томаты розовые, весовые;high
tomaty_rozovye;magnit;https://magnit.ru/product/8000148768-tomaty_rozovye_1kg_bf_;Томаты розовые;high
tomaty_rozovye;vkusvill;https://vkusvill.ru/goods/tomaty-rozovye-15378/;Томаты розовые;high
tost;lavka;https://lavka.yandex.ru/good/izdelie-zernovoe-nehleb-grechkabread-iz-zelyonoj-grechki-so-lnom-450-gram;Нехлеб Grechkabread гречка-лён 400 г;medium
tost;lenta;https://lenta.com/product/hleb-pan-blanco-belyjj-turciya-250g-476606/;Хлеб безглютеновый DR.SСHAER Pan Blanco белый, 250г;high
tost;vkusvill;https://vkusvill.ru/goods/izdelie-kh-b-bez-glyutena-s-semenami-96561/;Изделие х/б без глютена с семенами, нарезка;medium
tunec_konserv;lavka;https://lavka.yandex.ru/good/tunec-file-skipdzhek-sk-naturalnyj-140-gram;Тунец Скипджек филе Sk натуральный 140 г;high
tunec_konserv;magnit;https://magnit.ru/product/1000279455-file_tuntsa_maguro_naturalnoe_170g;Желтоперый тунец натуральный филе-кусочки Магуро 170г;high
tunec_konserv;vkusvill;https://vkusvill.ru/goods/tunets-polosatyy-vkusnye-konservy-kusochki-nat-pauch-123833/;Тунец (полосатый) Вкусные консервы кусочки нат. пауч, 100 г;high
tunec_steyk;lavka;https://lavka.yandex.ru/good/file-tunca-zheltopyorogo-iz-lavki-bez-kozhi-500-gram;Тунец желтопёрый филе Из Лавки без кожи 500 г;medium
tunec_steyk;lenta;https://lenta.com/product/tunec-stejjk-razmorozhennyjj-rossiya-489446/;Тунец стейк (из замороженного сырья) ЛЕНТА FRESH, весовой;high
tunec_steyk;magnit;https://magnit.ru/product/8000066827-fish_more_tunets_steyk_s_m_b_kozh_b_kost_500g;Стейк из тунца свежемороженый без кожи без костей Fish&More 500г;high
tykva;lenta;https://lenta.com/product/tykva-novyjj-urozhajj-ves-1kg-354838/;Тыква новый урожай, весовая;high
tykva;magnit;https://magnit.ru/product/2400016024-tykva_1kg;Тыква;high
tykva;vkusvill;https://vkusvill.ru/goods/tykva-1212/;Тыква;high
vanilnyy_sahar;lavka;https://lavka.yandex.ru/good/sahar-vanilnyj-drbakers-8-gram;Ванильный сахар Dr.Bakers 8 г;high
vanilnyy_sahar;lenta;https://lenta.com/product/vanilnyjj-sahar-rossiya-10gr-427563/;Сахар ванильный ЛЕНТА, 10г;high
vanilnyy_sahar;magnit;https://magnit.ru/product/1000292569-magnit_semeynye_sekrety_vanil_sakhar_s_nat_vanilyu_10g_50;Сахар Магнит с натуральной ванилью 10г;high
vanilnyy_sahar;vkusvill;https://vkusvill.ru/goods/sakhar-dr-bakers-vanilnyy-8-g-50303/;Сахар Dr. Bakers Ванильный 8 г;high
velle_pitevoy_ovsyanyy;lavka;https://lavka.yandex.ru/good/ovsyanyj-napitok-velle-malina-230-gram;Напиток овсяный Velle малина 230 г;high
velle_pitevoy_ovsyanyy;magnit;https://magnit.ru/product/1000528266-velle_ovsyanyy_produkt_pit_malina_230g_pl_but;Йогурт питьевой овсяный малина Velle 230г;high
vermishel_bezglyut;lavka;https://lavka.yandex.ru/good/makarony-spagetti-iz-kukuruzno-risovoj-muki-iz-lavki-bez-glyutena-300-gram;Спагетти из кукурузно-рисовой муки Из Лавки без глютена 300 г;medium
vermishel_bezglyut;lenta;https://lenta.com/product/izdeliya-makaronnye-vermishel-iz-kukuruz-muki-s-dob-amarantovojj-rossiya-250g-721097/;Макароны безглютеновые ЛЕНТА LIFE Вермишель, из кукурузной муки с амарантовой, 250г;high
vermishel_bezglyut;magnit;https://magnit.ru/product/1000355008-federici_izdeliya_makaronnye_lapsha_dlinnaya_bez_glyutena_250g_polietilenovaya_upakovka_obshchestvo_;Изделия макаронные Лапша длинная без глютена Federici 250г;medium
vermishel_bezglyut;vkusvill;https://vkusvill.ru/goods/makarony-vermishel-iz-kukuruznoy-muki-23223/;Макароны «Вермишель» из кукурузной муки;high
vetchina_indeyki;lavka;https://lavka.yandex.ru/good/vetchina-iz-myasa-indejki-iz-lavki-bez-glyutena-150-gram;Ветчина из мяса индейки Из Лавки 150 г;high
vetchina_indeyki;lenta;https://lenta.com/product/vetchina-klassicheskaya-iz-myasa-indejjki-pa-ves-rossiya-637508/;Ветчина из мяса индейки ГАРИБАЛЬДИ Классическая, весовая;high
vetchina_indeyki;magnit;https://magnit.ru/product/8000024869-indilayt_vetchina_iz_file_indeyki_0_4kg_p_o;Ветчина из филе индейки Индилайт 400г;medium
vetchina_indeyki;vkusvill;https://vkusvill.ru/goods/vetchina-iz-myasa-indeyki-bez-glyutena-90069/;Ветчина из мяса индейки без глютена;high
yabloko;lavka;https://lavka.yandex.ru/good/yabloki-sezonnye-1-kilogram;Яблоки сезонные 1 кг;high
yabloko;magnit;https://magnit.ru/product/1444500129-yabloki_fasovannye;Яблоки фасованные;medium
yabloko;vkusvill;https://vkusvill.ru/goods/yabloko-gala-15846/;Яблоко;medium
yagody;lavka;https://lavka.yandex.ru/good/malina-125-gram-3;Малина 125 г;medium
yagody;lenta;https://lenta.com/product/golubika-svezhaya-125g-168863/;Голубика свежая, 125г;high
yagody;vkusvill;https://vkusvill.ru/goods/malina-18641/;Малина, 125 г;medium
yazyk_govyazhiy;lavka;https://lavka.yandex.ru/good/yazyk-govyazhij-otvarnoj-narezannyj-ozon-fresh-170-gram;Язык говяжий отварной Из Лавки 150 г;high
yazyk_govyazhiy;lenta;https://lenta.com/product/yazyk-govyazhijj-otvarnojj-narezannyjj-ves-rossiya-74744/;Язык говяжий отварной, нарезка ЛЕНТА FRESH, весовой;high
yazyk_govyazhiy;vkusvill;https://vkusvill.ru/goods/yazyk-govyazhiy-traditsionnyy-21384/;Язык говяжий «Традиционный», нарезка;high
